"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","cacheControl","jpeg_scan_count","score_progressive_jpeg","expires",
"34.193.238.15","968","","","-1","-1","XHR","3","6485","6729","","1","","-1","6595","https://nbcu.demdex.net/event?_ts=1541378520240","40","6595","200","134","","621","45","1502","","181105_H5_9","6525","48","6526","-1","","0","6730","69","POST","0","","488","0.76","-1","-1","nbcu.demdex.net","100","-1","https://www.msnbc.com/","26","6480","/event?_ts=1541378520240","-1","","","7698","6730","6778","6778","7698","920","6485","7698","1211","77","78","1","0","http/1.1","medium","","","","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","","","Thu, 01 Jan 1970 00:00:00 GMT",
"52.84.141.126","919","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://cdn-gl.imrworldwide.com/novms/js/2/nlsSDK600.bundle.min.js","-1","-1","200","-1","","44126","3","337","","181105_H5_9","-1","59","-1","100","65228","150476","6783","-1","GET","43565","43565","1641","0.80","-1","-1","cdn-gl.imrworldwide.com","100","-1","https://cdn-gl.imrworldwide.com/conf/P85E5B977-5FE2-4654-A4A4-3AF8BAAF454E.js#name=nlsnInstance&ns=NOLBUNDLE","16","6782","/novms/js/2/nlsSDK600.bundle.min.js","50","","Amazon CloudFront","7702","6783","6842","6842","7702","860","6783","7702","919","78","79","1","0","http/1.1","high","application/javascript","","gzip","max-age=86400","","","",
"157.240.18.19","791","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://connect.facebook.net/signals/config/514991798612189?v=2.8.32&r=stable","-1","-1","200","-1","","41168","25","54","","181105_H5_9","-1","25","-1","100","1200","171135","6912","-1","GET","39850","39850","14291","0.82","-1","-1","connect.facebook.net","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","6911","/signals/config/514991798612189?v=2.8.32&r=stable","0","","Facebook","7703","6912","6937","6937","7703","766","6912","7703","791","79","80","1","0","h2","high","application/x-javascript; charset=utf-8","","gzip","public, max-age=1200","","","Sat, 01 Jan 2000 00:00:00 GMT",
"","736","","","-1","-1","Script","3","-1","-1","","1","","-1","-1","https://nvcdn.msnbc.com/_elliott/jenga?widgets=newsletter","-1","-1","302","-1","","434","1","0","","181105_H5_9","-1","736","-1","-1","","0","6970","-1","GET","20","","738472","0.83","-1","-1","nvcdn.msnbc.com","-1","-1","https://ndassets.s-nbcnews.com/main-215c24e2f8bf9342dfd0.js","-1","6970","/_elliott/jenga?widgets=newsletter","-1","","","7706","6970","7706","7706","7706","0","6970","7706","736","80","81","1","0","","","text/html","","gzip","max-age=131","","","Mon, 05 Nov 2018 00:44:11 GMT",
"96.16.204.36","675","","","-1","-1","Script","3","6745","7030","0","1","","100","6842","https://mps.nbcuni.com/fetch/ext/load-nbcnews-bento.js?nowrite=jq","65","6842","200","188","","64512","1","336","","181105_H5_9","6810","67","6811","100","","270912","7030","31","GET","63989","63989","20904","0.78","-1","-1","mps.nbcuni.com","100","-1","https://ndassets.s-nbcnews.com/ads-fbb67c73e2b54a839381.js","27","6743","/fetch/ext/load-nbcnews-bento.js?nowrite=jq","-1","","Akamai","7705","7030","7097","7097","7705","608","6745","7705","959","81","82","1","0","http/1.1","high","application/javascript; charset=utf-8","","gzip","max-age=0, no-cache, no-store","","","Mon, 05 Nov 2018 00:42:00 GMT",
"173.192.200.113","554","","","-1","-1","Script","3","6770","7154","0","1","","100","7006","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","195","7006","200","148","","86039","1","331","","181105_H5_9","6965","82","6967","0","315360000","274318","7156","39","GET","85748","85748","19050","0.79","-1","-1","static.dynamicyield.com","100","-1","https://st.dynamicyield.com/st?sec=8765952&inHead=true&id=0&ref=&sr=375x667&altip=","29","6769","/scripts/12324/dy-coll-min.js","100","","","7710","7156","7238","7238","7710","472","6770","7710","936","82","83","1","0","http/1.1","high","application/javascript","","gzip","max-age=315360000","","","Thu, 31 Dec 2037 23:55:55 GMT",
"147.75.96.187","499","","","-1","-1","Script","3","6790","7208","0","1","","100","7017","https://script.hotjar.com/modules-239439752d7ca7c58c060cde4a84a63c.js","183","7017","200","191","","82400","3","186","","181105_H5_9","6973","51","6974","100","31536000","408118","7210","43","GET","81975","81975","215","0.81","-1","-1","script.hotjar.com","100","-1","https://static.hotjar.com/c/hotjar-382740.js?sv=5","28","6784","/modules-239439752d7ca7c58c060cde4a84a63c.js","100","","section.io","7709","7210","7261","7261","7709","448","6790","7709","916","83","84","1","0","h2","high","application/javascript","","gzip","max-age=31536000","","","",
"151.101.186.2","300","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","-1","200","-1","","129106","24","38","","181105_H5_9","-1","42","-1","100","31535906","468483","7413","-1","GET","128473","128473","103287","0.96","-1","-1","cdn.taboola.com","100","-1","https://cdn.taboola.com/libtrc/nbc-msnbchomepage/loader.js","23","7412","/libtrc/impl.330-85-RELEASE.js","100","","Fastly","7713","7413","7455","7455","7713","258","7413","7713","300","84","85","1","0","h2","high","application/javascript; charset=utf-8","","gzip","private,max-age=31536000","","","",
"52.84.141.170","293","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://static.vilynx.com/gallery/vpg.4.5.0.min.js","-1","-1","200","-1","","24429","1","34","","181105_H5_9","-1","61","-1","100","20606","113164","7419","-1","GET","24019","24019","4517","0.97","-1","-1","static.vilynx.com","100","-1","https://static.vilynx.com/plugins/nbcnews-vilynx.min.js","24","7418","/gallery/vpg.4.5.0.min.js","50","","Amazon CloudFront","7712","7419","7480","7480","7712","232","7419","7712","293","85","86","1","0","h2","high","application/javascript","","gzip","max-age=86400,public","","","",
"","176","","","-1","-1","Script","3","-1","-1","","1","","-1","-1","https://nbcu.demdex.net/event?d_nsid=0&d_ld=_ts%3D1541378520239&d_rtbd=json&d_jsonv=1&d_dst=1&d_cb=demdexRequestCallback_0_1541378520239&c_pageName=msnbc%3Acover&c_contextData_news_date=11%2F4%2F2018&c_contextData_news_day=Sunday&c_contextData_news_flashversion=no%20flash&c_contextData_news_hour=19%3A00&c_contextData_news_minute=19%3A42&c_contextData_news_omnitureid=63005128895725356209159772880752709370&c_contextData_news_pagename=msnbc%3Acover&c_contextData_news_pageurl=https%3A%2F%2Fwww.msnbc.com%2F&c_contextData_news_previouspage=not%20available&c_contextData_news_referrer=no%20referrer%20url&c_contextData_news_scrollcount=1&c_contextData_news_server=msnbc.com&c_contextData_news_sessionnumber=1&c_contextData_news_timezone=-5&c_contextData_news_uxexperiment=rv%3D47&c_contextData_news_homepagecurtain=not%20available&c_contextData_news_contenttype=cover&c_contextData_news_contentcategory=cover&c_contextData_news_subcat1=not%20available&c_contextData_news_nativesponsor=not%20available&c_contextData_news_subverticalname=not%20available&c_contextData_news_templatename=37010&c_contextData_news_verticalname=msnbc&c_contextData_news_jsonld=1","-1","-1","302","-1","","1612","43","0","","181105_H5_9","-1","176","-1","-1","","0","7700","-1","GET","0","","292","0.99","-1","-1","nbcu.demdex.net","-1","-1","https://www.msnbc.com/","-1","7700","/event?d_nsid=0&d_ld=_ts%3D1541378520239&d_rtbd=json&d_jsonv=1&d_dst=1&d_cb=demdexRequestCallback_0_1541378520239&c_pageName=msnbc%3Acover&c_contextData_news_date=11%2F4%2F2018&c_contextData_news_day=Sunday&c_contextData_news_flashversion=no%20flash&c_contextData_news_hour=19%3A00&c_contextData_news_minute=19%3A42&c_contextData_news_omnitureid=63005128895725356209159772880752709370&c_contextData_news_pagename=msnbc%3Acover&c_contextData_news_pageurl=https%3A%2F%2Fwww.msnbc.com%2F&c_contextData_news_previouspage=not%20available&c_contextData_news_referrer=no%20referrer%20url&c_contextData_news_scrollcount=1&c_contextData_news_server=msnbc.com&c_contextData_news_sessionnumber=1&c_contextData_news_timezone=-5&c_contextData_news_uxexperiment=rv%3D47&c_contextData_news_homepagecurtain=not%20available&c_contextData_news_contenttype=cover&c_contextData_news_contentcategory=cover&c_contextData_news_subcat1=not%20available&c_contextData_news_nativesponsor=not%20available&c_contextData_news_subverticalname=not%20available&c_contextData_news_templatename=37010&c_contextData_news_verticalname=msnbc&c_contextData_news_jsonld=1","-1","","","7876","7700","7876","7876","7876","0","7700","7876","176","86","87","1","0","","","","","","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","","","Thu, 01 Jan 1970 00:00:00 GMT",
"23.193.24.73","1253","","","-1","-1","","3","-1","-1","0","1","","100","-1","https://lib.newsvine.com/_static/js/0812af81ee1378b0e8e2d5a3c4582d50f11174ae.js?v=51909","-1","-1","200","-1","","54133","1","1298","","181105_H5_9","-1","1223","-1","100","413898","198822","7707","-1","GET","53721","53741","","0.83.1","-1","-1","lib.newsvine.com","100","-1","https://www.msnbc.com/","31","7707","/_static/js/0812af81ee1378b0e8e2d5a3c4582d50f11174ae.js?v=51909","50","","Akamai","8960","7707","8930","8930","8960","30","7707","8960","1253","87","88","1","0","http/1.1","high","application/javascript","","gzip","max-age=413898","","","Fri, 09 Nov 2018 19:40:20 GMT",
"52.22.232.170","1057","","","-1","-1","Script","3","7540","7833","","1","","-1","7660","https://srv-2018-11-05-00.config.parsely.com/config/msnbc.com","62","7660","200","173","","565","4","332","","181105_H5_9","7602","91","7604","-1","","356","7833","56","GET","356","","1658","0.98","-1","-1","srv-2018-11-05-00.config.parsely.com","100","-1","https://d1z2jf7jlzjs58.cloudfront.net/p.js","30","7538","/config/msnbc.com","-1","","","8890","7833","7924","7924","8890","966","7540","8890","1348","88","89","1","0","http/1.1","high","text/javascript; charset=utf-8","","","private, no-cache","","","",
"34.193.238.15","1049","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://nbcu.demdex.net/firstevent?d_nsid=0&d_ld=_ts%3D1541378520239&d_rtbd=json&d_jsonv=1&d_dst=1&d_cb=demdexRequestCallback_0_1541378520239&c_pageName=msnbc%3Acover&c_contextData_news_date=11%2F4%2F2018&c_contextData_news_day=Sunday&c_contextData_news_flashversion=no%20flash&c_contextData_news_hour=19%3A00&c_contextData_news_minute=19%3A42&c_contextData_news_omnitureid=63005128895725356209159772880752709370&c_contextData_news_pagename=msnbc%3Acover&c_contextData_news_pageurl=https%3A%2F%2Fwww.msnbc.com%2F&c_contextData_news_previouspage=not%20available&c_contextData_news_referrer=no%20referrer%20url&c_contextData_news_scrollcount=1&c_contextData_news_server=msnbc.com&c_contextData_news_sessionnumber=1&c_contextData_news_timezone=-5&c_contextData_news_uxexperiment=rv%3D47&c_contextData_news_homepagecurtain=not%20available&c_contextData_news_contenttype=cover&c_contextData_news_contentcategory=cover&c_contextData_news_subcat1=not%20available&c_contextData_news_nativesponsor=not%20available&c_contextData_news_subverticalname=not%20available&c_contextData_news_templatename=37010&c_contextData_news_verticalname=msnbc&c_contextData_news_jsonld=1","-1","-1","200","-1","","508","1","2855","","181105_H5_9","-1","1016","-1","-1","","41","7876","-1","GET","41","","","0.99.1","-1","-1","nbcu.demdex.net","100","-1","https://www.msnbc.com/","26","7876","/firstevent?d_nsid=0&d_ld=_ts%3D1541378520239&d_rtbd=json&d_jsonv=1&d_dst=1&d_cb=demdexRequestCallback_0_1541378520239&c_pageName=msnbc%3Acover&c_contextData_news_date=11%2F4%2F2018&c_contextData_news_day=Sunday&c_contextData_news_flashversion=no%20flash&c_contextData_news_hour=19%3A00&c_contextData_news_minute=19%3A42&c_contextData_news_omnitureid=63005128895725356209159772880752709370&c_contextData_news_pagename=msnbc%3Acover&c_contextData_news_pageurl=https%3A%2F%2Fwww.msnbc.com%2F&c_contextData_news_previouspage=not%20available&c_contextData_news_referrer=no%20referrer%20url&c_contextData_news_scrollcount=1&c_contextData_news_server=msnbc.com&c_contextData_news_sessionnumber=1&c_contextData_news_timezone=-5&c_contextData_news_uxexperiment=rv%3D47&c_contextData_news_homepagecurtain=not%20available&c_contextData_news_contenttype=cover&c_contextData_news_contentcategory=cover&c_contextData_news_subcat1=not%20available&c_contextData_news_nativesponsor=not%20available&c_contextData_news_subverticalname=not%20available&c_contextData_news_templatename=37010&c_contextData_news_verticalname=msnbc&c_contextData_news_jsonld=1","-1","","","8925","7876","8892","8892","8925","33","7876","8925","1049","89","90","1","0","http/1.1","high","application/javascript;charset=utf-8","","","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","","","Thu, 01 Jan 1970 00:00:00 GMT",
"","937","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b?c1=2&c2=6035083&c3=*null&c4=msnbc&ns__t=1541378521715&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","-1","302","-1","","687","1","0","","181105_H5_9","-1","937","-1","-1","","0","7954","-1","GET","0","","612","0.102","-1","-1","sb.scorecardresearch.com","-1","-1","https://sb.scorecardresearch.com/beacon.js","-1","7954","/b?c1=2&c2=6035083&c3=*null&c4=msnbc&ns__t=1541378521715&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","","","8891","7954","8891","8891","8891","0","7954","8891","937","90","91","1","0","","","","","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","","","Mon, 01 Jan 1990 00:00:00 GMT",
"","974","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b?c1=7&c2=13739933&c3=20121515121&ns__t=1541378521716&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","-1","302","-1","","685","1","0","","181105_H5_9","-1","974","-1","-1","","0","7955","-1","GET","0","","612","0.103","-1","-1","sb.scorecardresearch.com","-1","-1","https://sb.scorecardresearch.com/beacon.js","-1","7955","/b?c1=7&c2=13739933&c3=20121515121&ns__t=1541378521716&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","","","8929","7955","8929","8929","8929","0","7955","8929","974","91","92","1","0","","","","","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","","","Mon, 01 Jan 1990 00:00:00 GMT",
"52.84.141.126","1291","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://cdn-gl.imrworldwide.com/novms/html/ls.html","-1","-1","200","-1","","3728","6","381","","181105_H5_9","-1","114","-1","100","","12019","7981","-1","GET","3180","3180","19148","0.104","-1","-1","cdn-gl.imrworldwide.com","100","-1","https://cdn-gl.imrworldwide.com/novms/js/2/nlsSDK600.bundle.min.js","16","7980","/novms/html/ls.html","-1","","Amazon CloudFront","9272","7981","8095","8095","9272","1177","7981","9272","1291","92","93","1","0","http/1.1","high","text/html","","gzip","max-age=86400","","","",
"157.240.18.19","897","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://connect.facebook.net/signals/config/258438165004812?v=2.8.32&r=stable","-1","-1","200","-1","","41063","25","51","","181105_H5_9","-1","74","-1","100","1200","171135","8031","-1","GET","39849","39849","14291","0.105","-1","-1","connect.facebook.net","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","8030","/signals/config/258438165004812?v=2.8.32&r=stable","0","","Facebook","8928","8031","8105","8105","8928","823","8031","8928","897","93","94","1","0","h2","high","application/x-javascript; charset=utf-8","","gzip","public, max-age=1200","","","Sat, 01 Jan 2000 00:00:00 GMT",
"147.75.96.187","1101","","","-1","-1","Document","3","7850","8252","0","1","","100","7986","https://vars.hotjar.com/rcj-da10bd4908deb9e19dfde013ec3fe4ff.html","87","7986","200","266","","1206","","229","","181105_H5_9","7937","160","7938","100","","1727","8253","48","GET","857","857","","0.100","-1","-1","vars.hotjar.com","100","-1","","36","7848","/rcj-da10bd4908deb9e19dfde013ec3fe4ff.html","-1","","section.io","9354","8253","8413","8413","9354","941","7850","9354","1502","94","95","1","0","h2","high","text/html","","gzip","max-age=31536000","","","",
"108.177.103.149","1005","","","-1","-1","Document","3","7895","8355","0","1","","100","8046","https://8168974.fls.doubleclick.net/activityi;src=8168974;type=msnbc0;cat=msnbc0;ord=9222371605923;gtm=2odas3;auiddc=1247195787.1541378521;~oref=https%3A%2F%2Fwww.msnbc.com%2F?","10","8046","200","309","","1023","","312","","181105_H5_9","7905","74","7907","100","","452","8356","139","GET","352","352","","0.101","-1","-1","8168974.fls.doubleclick.net","100","-1","","37","7872","/activityi;src=8168974;type=msnbc0;cat=msnbc0;ord=9222371605923;gtm=2odas3;auiddc=1247195787.1541378521;~oref=https%3A%2F%2Fwww.msnbc.com%2F","-1","","Google","9361","8356","8430","8430","9361","931","7895","9361","1463","95","96","1","0","h2","high","text/html; charset=UTF-8","","gzip","no-cache, must-revalidate","","","Fri, 01 Jan 1990 00:00:00 GMT",
"96.16.204.36","584","","","-1","-1","XHR","3","8164","8374","0","1","","100","8203","https://mps.nbcuni.com/request/page/json/params/?CALLBACK=mpsCallback&cat=home&cag%5Btargeting%5D=msnbc%7Chomepage&adunit=%2F2620%2Fmsnbc%2Fhomepage&type=bentofront&content_id=homepage&site=nbcnews-bento&path=%2F&cag%5Badunit1%5D=2620&cag%5Badunit2%5D=msnbc&cag%5Badunit3%5D=homepage&title=MSNBC%20%20Breaking%20News%20Top%20Stories%20%20Show%20Clips%20%20NBC%20News&NOLOAD=mpstools&ASYNC=1","7","8203","200","171","","14260","3497","692","","181105_H5_9","8171","67","8172","100","","51756","8378","31","GET","13835","13835","14","0.109","-1","-1","mps.nbcuni.com","100","-1","https://mps.nbcuni.com/fetch/ext/load-nbcnews-bento.js?nowrite=jq","32","8123","/request/page/json/params/?CALLBACK=mpsCallback&cat=home&cag%5Btargeting%5D=msnbc%7Chomepage&adunit=%2F2620%2Fmsnbc%2Fhomepage&type=bentofront&content_id=homepage&site=nbcnews-bento&path=%2F&cag%5Badunit1%5D=2620&cag%5Badunit2%5D=msnbc&cag%5Badunit3%5D=homepage&title=MSNBC%20%20Breaking%20News%20Top%20Stories%20%20Show%20Clips%20%20NBC%20News&NOLOAD=mpstools&ASYNC=1","-1","","Akamai","8962","8378","8445","8445","8962","517","8164","8962","793","96","97","1","0","http/1.1","medium","application/json; charset=utf-8","","gzip","max-age=0, no-cache, no-store","","","Mon, 05 Nov 2018 00:42:02 GMT",
"54.192.91.187","605","","","-1","-1","Script","3","8141","8515","0","1","","100","8243","https://c.amazon-adsystem.com/aax2/apstag.js","57","8243","200","272","","19020","3673","315","","181105_H5_9","8198","64","8199","100","56699","64927","8515","44","GET","18550","18550","332","0.108","-1","-1","c.amazon-adsystem.com","100","-1","https://mps.nbcuni.com/fetch/ext/load-nbcnews-bento.js?nowrite=jq","33","8119","/aax2/apstag.js","50","","Amazon CloudFront","9120","8515","8579","8579","9120","541","8141","9120","978","97","98","1","0","http/1.1","high","application/javascript","","gzip","public, max-age=86400","","","",
"23.40.69.20","556","","","-1","-1","Script","3","8139","8565","0","1","","100","8344","https://js-sec.indexww.com/ht/p/185796-12504009698505.js","58","8344","200","221","","29283","638","327","","181105_H5_9","8197","42","8198","100","1116","100022","8565","146","GET","28887","28887","55","0.107","-1","-1","js-sec.indexww.com","100","-1","https://mps.nbcuni.com/fetch/ext/load-nbcnews-bento.js?nowrite=jq","34","8118","/ht/p/185796-12504009698505.js","0","","Akamai","9121","8565","8607","8607","9121","514","8139","9121","981","98","99","1","0","http/1.1","high","text/javascript","","gzip","max-age=1116","","","Mon, 05 Nov 2018 01:00:38 GMT",
"23.40.70.146","544","","","-1","-1","Script","3","8122","8576","0","1","","100","8343","https://z.moatads.com/nbcuyieldheader7581548001/yi.js","97","8343","200","233","","29025","638","324","","181105_H5_9","8219","46","8220","100","54177","95694","8577","123","GET","28596","28596","55","0.106","-1","-1","z.moatads.com","100","-1","https://mps.nbcuni.com/fetch/ext/load-nbcnews-bento.js?nowrite=jq","35","8117","/nbcuyieldheader7581548001/yi.js","50","","Akamai","9121","8577","8623","8623","9121","498","8122","9121","997","99","100","1","0","http/1.1","high","application/x-javascript","","gzip","max-age=54177","","","",
"52.84.141.170","624","","","-1","-1","Document","3","-1","-1","","1","","-1","-1","https://static.vilynx.com/gallery/vtrk.html","-1","-1","200","-1","","1226","1","78","","181105_H5_9","-1","84","-1","100","","662","8755","-1","GET","662","","6978","0.112","-1","-1","static.vilynx.com","100","-1","https://static.vilynx.com/gallery/vpg.4.5.0.min.js","24","8754","/gallery/vtrk.html","-1","","Amazon CloudFront","9379","8755","8839","8839","9379","540","8755","9379","624","100","101","1","0","h2","high","text/html","","","max-age=86400,public","","","",
"52.84.141.170","363","","","-1","-1","Stylesheet","3","-1","-1","0","1","","100","-1","https://static.vilynx.com/gallery/vpg.min_85287.css","-1","-1","200","-1","","1723","1","49","","181105_H5_9","-1","84","-1","100","2518","5124","8759","-1","GET","1321","1321","6596","0.113","-1","-1","static.vilynx.com","100","-1","https://static.vilynx.com/gallery/vpg.4.5.0.min.js","24","8758","/gallery/vpg.min_85287.css","0","","Amazon CloudFront","9122","8759","8843","8843","9122","279","8759","9122","363","101","102","1","0","h2","high","text/css","","gzip","max-age=86400,public","","","",
"23.212.111.187","463","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b2?c1=2&c2=6035083&c3=*null&c4=msnbc&ns__t=1541378521715&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","-1","204","-1","","209","1","1149","","181105_H5_9","-1","463","-1","-1","","0","8891","-1","GET","0","","","0.102.1","-1","-1","sb.scorecardresearch.com","-1","-1","https://www.msnbc.com/","25","8891","/b2?c1=2&c2=6035083&c3=*null&c4=msnbc&ns__t=1541378521715&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","","","9354","8891","9354","9354","9354","0","8891","9354","463","102","103","1","0","http/1.1","low","","","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","","","Mon, 01 Jan 1990 00:00:00 GMT",
"23.212.111.187","448","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b2?c1=7&c2=13739933&c3=20121515121&ns__t=1541378521716&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","-1","204","-1","","209","1","1145","","181105_H5_9","-1","448","-1","-1","","0","8929","-1","GET","0","","","0.103.1","-1","-1","sb.scorecardresearch.com","-1","-1","https://www.msnbc.com/","38","8929","/b2?c1=7&c2=13739933&c3=20121515121&ns__t=1541378521716&ns_c=UTF-8&cv=3.1&c8=MSNBC%20%E2%80%94%20Breaking%20News%2C%20Top%20Stories%2C%20%26%20Show%20Clips%20%7C%20NBC%20News&c7=https%3A%2F%2Fwww.msnbc.com%2F&c9=","-1","","","9377","8929","9377","9377","9377","0","8929","9377","448","103","104","1","0","http/1.1","low","","","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","","","Mon, 01 Jan 1990 00:00:00 GMT",
"50.19.107.139","361","","","-1","-1","XHR","3","8611","9018","0","1","","100","8782","https://px.dynamicyield.com/dpx?cnst=1&_=712519&msn=webserve-2265c4e.use&name=new_session_start&props=%7B%7D&uid=-2558044440776175146&sec=8765952&cl=d.ip.ob.ss.frv1.frs.&ses=66c18ebef3b7b5003d1ccbf53625070b&nses=false&sesst=0&l=def&p=1&sd=&rf=&trf=0&aud=12397.487793.16316.16317.469489&svars=428%3A%40%3Awebsite.%40.430%3A%40%3A.%40.866%3A%40%3A.%40.1258%3A%40%3AnotLoyal&url=https%3A%2F%2Fwww.msnbc.com%2F&exps=%5B%5B%2221397%22%2C%22276473%22%2C%22794941%22%2C0%2Cnull%2Cnull%2C%221477386182523310328%22%2C%222%22%2C%223%22%5D%2C%5B%22358064%22%2C%223854897%22%2C%2210304155%22%2C0%2Cnull%2Cnull%2C%221477386180126394662%22%2C%221%22%2Cnull%5D%2C%5B%22511597%22%2C%225547916%22%2C%2214057475%22%2C0%2Cnull%2Cnull%2C%221477386182553561028%22%2C%220%22%2C%222%22%5D%5D&expSes=69700&tsrc=Direct&reqts=1541378522363&rri=7519416","104","8782","200","236","","380","5","1127","","181105_H5_9","8715","92","8729","-1","","4","9018","53","GET","24","24","22849","0.110","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","39","8604","/dpx?cnst=1&_=712519&msn=webserve-2265c4e.use&name=new_session_start&props=%7B%7D&uid=-2558044440776175146&sec=8765952&cl=d.ip.ob.ss.frv1.frs.&ses=66c18ebef3b7b5003d1ccbf53625070b&nses=false&sesst=0&l=def&p=1&sd=&rf=&trf=0&aud=12397.487793.16316.16317.469489&svars=428%3A%40%3Awebsite.%40.430%3A%40%3A.%40.866%3A%40%3A.%40.1258%3A%40%3AnotLoyal&url=https%3A%2F%2Fwww.msnbc.com%2F&exps=%5B%5B%2221397%22%2C%22276473%22%2C%22794941%22%2C0%2Cnull%2Cnull%2C%221477386182523310328%22%2C%222%22%2C%223%22%5D%2C%5B%22358064%22%2C%223854897%22%2C%2210304155%22%2C0%2Cnull%2Cnull%2C%221477386180126394662%22%2C%221%22%2Cnull%5D%2C%5B%22511597%22%2C%225547916%22%2C%2214057475%22%2C0%2Cnull%2Cnull%2C%221477386182553561028%22%2C%220%22%2C%222%22%5D%5D&expSes=69700&tsrc=Direct&reqts=1541378522363&rri=7519416","-1","","","9379","9018","9110","9110","9379","269","8611","9379","754","104","105","1","0","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:01 GMT",
"50.19.107.139","272","","","-1","-1","XHR","3","8995","9118","0","1","","100","9054","https://px.dynamicyield.com/uia?cnst=1","4","9054","200","64","","380","9","1394","","181105_H5_9","8999","87","9000","-1","","4","9118","54","POST","24","24","9899","0.111","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","41","8685","/uia?cnst=1","-1","","","9390","9118","9205","9205","9390","185","8995","9390","394","105","106","1","0","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:01 GMT",
