"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"104.78.227.233","2397","37087","","-1","81","Image","3","-1","-1","","1","","-1","-1","https://cdn.cnn.com/cnnnext/dam/assets/181103092254-05-shabbat-pittsburgh-1102-exlarge-tease.jpg","-1","-1","200","-1","6803","37333","39","70","","max-age=3600","181105_6Q_3","-1","1199","-1","100","3600","37087","4101","-1","GET","37087","","70720","0.93","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","2","4100","/cnnnext/dam/assets/181103092254-05-shabbat-pittsburgh-1102-exlarge-tease.jpg","50","","Akamai","6498","4101","5300","5300","6498","1198","4101","6498","2397","92","93","1","0","h2","low","image/jpeg","","","Mon, 05 Nov 2018 01:29:55 GMT","1","0",
"104.78.227.233","2396","45241","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://cdn.cnn.com/cnnnext/dam/assets/181102172406-obama-miami-heckler-exlarge-tease.jpg","-1","-1","200","-1","0","45487","39","65","","max-age=3600","181105_6Q_3","-1","1596","-1","100","3600","45241","4102","-1","GET","45241","","70720","0.95","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","2","4101","/cnnnext/dam/assets/181102172406-obama-miami-heckler-exlarge-tease.jpg","50","","Akamai","6498","4102","5698","5698","6498","800","4102","6498","2396","93","94","1","0","h2","low","image/jpeg","","","Mon, 05 Nov 2018 01:29:55 GMT","1","0",
"104.78.227.233","2465","57657","","-1","85","Image","3","-1","-1","","1","","-1","-1","https://cdn.cnn.com/cnnnext/dam/assets/181031124534-barbra-streisand-carpool-karaoke-exlarge-tease.jpg","-1","-1","200","-1","8072","57903","39","74","","max-age=3600","181105_6Q_3","-1","1633","-1","100","3600","57657","4103","-1","GET","57657","","70720","0.96","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","2","4102","/cnnnext/dam/assets/181031124534-barbra-streisand-carpool-karaoke-exlarge-tease.jpg","50","","Akamai","6568","4103","5736","5736","6568","832","4103","6568","2465","94","95","1","0","h2","low","image/jpeg","","","Mon, 05 Nov 2018 01:29:55 GMT","1","0",
"104.78.227.233","2396","39671","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://cdn.cnn.com/cnnnext/dam/assets/181028060117-squirrel-hill-vigil-exlarge-tease.jpg","-1","-1","200","-1","0","39917","39","66","","max-age=3600","181105_6Q_3","-1","1670","-1","100","3600","39671","4104","-1","GET","39671","","70720","0.97","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","2","4103","/cnnnext/dam/assets/181028060117-squirrel-hill-vigil-exlarge-tease.jpg","50","","Akamai","6500","4104","5774","5774","6500","726","4104","6500","2396","95","96","1","0","h2","low","image/jpeg","","","Mon, 05 Nov 2018 01:29:55 GMT","1","0",
"104.78.227.233","2473","62432","","-1","84","Image","3","-1","-1","","1","","-1","-1","https://cdn.cnn.com/cnnnext/dam/assets/181102144430-01-micron-idaho-file-restricted-exlarge-tease.jpg","-1","-1","200","-1","9574","62678","39","73","","max-age=3600","181105_6Q_3","-1","1683","-1","100","3600","62432","4106","-1","GET","62432","","70720","0.98","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","2","4105","/cnnnext/dam/assets/181102144430-01-micron-idaho-file-restricted-exlarge-tease.jpg","50","","Akamai","6579","4106","5789","5789","6579","790","4106","6579","2473","96","97","1","0","h2","low","image/jpeg","","","Mon, 05 Nov 2018 01:29:55 GMT","1","0",
"104.78.227.233","824","","","-1","-1","XHR","3","4158","4326","0","1","","100","4210","https://cdn.cnn.com//ads/cnn/cnn_homepage.json","36","4210","200","116","","1094","4","194","","max-age=3600","181105_6Q_3","4194","46","4195","100","3600","4768","4327","15","GET","748","748","140136","0.99","-1","-1","cdn.cnn.com","100","-1","https://www.cnn.com/.a/2.123.0/js/cnn-footer-lib.min.js","25","4155","//ads/cnn/cnn_homepage.json","50","","Akamai","5151","4327","4373","4373","5151","778","4158","5151","991","97","98","1","0","h2","medium","application/json","","gzip","Mon, 05 Nov 2018 01:29:55 GMT","","",
"104.78.227.233","811","","","-1","-1","Script","3","4232","4454","0","1","","100","4301","https://data.cnn.com/jsonp/breaking_news/domestic.json?callback=CNNBreakingNewsCallback","53","4301","200","153","","453","39","319","","public, max-age=4","181105_6Q_3","4285","81","4288","100","4","268","4457","13","GET","231","231","87211","0.101","-1","-1","data.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","26","4203","/jsonp/breaking_news/domestic.json?callback=CNNBreakingNewsCallback","0","","Akamai","5268","4457","4538","4538","5268","730","4232","5268","1030","98","99","1","0","h2","high","application/javascript","","gzip","","","",
"","929","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://secure-us.imrworldwide.com/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//www.cnn.com/&rp=&ts=compact&rnd=1541377796075","-1","-1","302","-1","","590","712","0","","no-cache","181105_6Q_3","-1","929","-1","-1","","0","4587","-1","GET","0","","132","0.102","-1","-1","secure-us.imrworldwide.com","-1","-1","https://cdn.cnn.com/analytics/cnnexpan/jsmd.min.js","-1","4587","/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//www.cnn.com/&rp=&ts=compact&rnd=1541377796075","-1","","","5516","4587","5516","5516","5516","0","4587","5516","929","99","100","1","0","","","","","","Thu, 01 Dec 1994 16:00:00 GMT","","",
"23.214.64.64","677","","","-1","-1","Script","3","4199","4603","0","1","","100","4291","https://widgets.outbrain.com/outbrain.js","31","4291","200","312","","34125","39","309","","max-age=604800","181105_6Q_3","4230","113","4231","100","604800","96200","4603","60","GET","33701","33701","87211","0.100","-1","-1","widgets.outbrain.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","27","4167","/outbrain.js","100","","Akamai","5280","4603","4716","4716","5280","564","4199","5280","1080","100","101","1","0","http/1.1","high","application/x-javascript","","gzip","","","",
"","1847","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://smetrics.cnn.com/b/ss/cnn-adbp-domestic/1/H.26.1/s02603717013789?AQB=1&ndh=1&t=4%2F10%2F2018%2019%3A29%3A56%200%20300&fid=1F3BE1AF22BC0726-0B430774D03CAE4F&ce=UTF-8&ns=cnn&pageName=cnn%3Ain%3A%2F&g=https%3A%2F%2Fwww.cnn.com%2F&cc=USD&ch=cnn%20homepage&server=cnn.com&events=event26&c5=nvs&v5=D%3Dc5&c8=new%3A1&v8=D%3Dc8&c9=nvs&v9=D%3Dc9&c13=section&v13=D%3Dc13&v15=4670&c17=anonymous&v17=D%3Dc17&v22=0&c26=www.cnn.com%2F&v26=D%3DpageName&v27=D%3Dch&c28=cnn%20homepage%3Anvs&v28=D%3Dc28&v29=cnn.com&c30=cnn%20domestic&v30=D%3Dc30&c32=adbp%3Aindex&v32=D%3Dc32&c33=adbp%3Anone&v33=D%3Dc33&c35=cnn.37.1-0-0.20181026%3A0&v35=D%3Dc35&c37=smartphone&v37=D%3Dc37&v44=news&c46=15413777932410226629583383&v46=D%3Dc46&c56=portrait&v56=D%3Dc56&c57=no%20mvpd%20set&v57=D%3Dc57&c59=no%20mvpd%20set&v59=D%3Dc59&c64=cnn%20news&v64=D%3Dc64&c75=nvs&v75=D%3Dc75&h1=news%7Ccnn%7Ccnn%20domestic%7Ccnn.com%7Ccnn%20homepage%7Ccnn%20homepage%3Anvs&l2=&s=375x667&c=32&j=1.6&v=N&k=Y&bw=375&bh=603&AQE=1","-1","-1","302","-1","","1609","475","0","","no-cache, no-store, max-age=0, no-transform, private","181105_6Q_3","-1","1847","-1","-1","","0","4623","-1","GET","0","","302","0.103","-1","-1","smetrics.cnn.com","-1","-1","https://cdn.cnn.com/analytics/cnnexpan/jsmd.min.js","-1","4623","/b/ss/cnn-adbp-domestic/1/H.26.1/s02603717013789?AQB=1&ndh=1&t=4%2F10%2F2018%2019%3A29%3A56%200%20300&fid=1F3BE1AF22BC0726-0B430774D03CAE4F&ce=UTF-8&ns=cnn&pageName=cnn%3Ain%3A%2F&g=https%3A%2F%2Fwww.cnn.com%2F&cc=USD&ch=cnn%20homepage&server=cnn.com&events=event26&c5=nvs&v5=D%3Dc5&c8=new%3A1&v8=D%3Dc8&c9=nvs&v9=D%3Dc9&c13=section&v13=D%3Dc13&v15=4670&c17=anonymous&v17=D%3Dc17&v22=0&c26=www.cnn.com%2F&v26=D%3DpageName&v27=D%3Dch&c28=cnn%20homepage%3Anvs&v28=D%3Dc28&v29=cnn.com&c30=cnn%20domestic&v30=D%3Dc30&c32=adbp%3Aindex&v32=D%3Dc32&c33=adbp%3Anone&v33=D%3Dc33&c35=cnn.37.1-0-0.20181026%3A0&v35=D%3Dc35&c37=smartphone&v37=D%3Dc37&v44=news&c46=15413777932410226629583383&v46=D%3Dc46&c56=portrait&v56=D%3Dc56&c57=no%20mvpd%20set&v57=D%3Dc57&c59=no%20mvpd%20set&v59=D%3Dc59&c64=cnn%20news&v64=D%3Dc64&c75=nvs&v75=D%3Dc75&h1=news%7Ccnn%7Ccnn%20domestic%7Ccnn.com%7Ccnn%20homepage%7Ccnn%20homepage%3Anvs&l2=&s=375x667&c=32&j=1.6&v=N&k=Y&bw=375&bh=603&AQE=1","-1","","","6470","4623","6470","6470","6470","0","4623","6470","1847","101","102","1","0","","","text/plain","","","Sun, 04 Nov 2018 00:29:57 GMT","","",
"151.101.44.175","513","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://cdn.krxd.net/ctjs/controltag.js.135427d411750943a27d8118ae946121","-1","-1","200","-1","","80789","36","341","","public, max-age=315360000","181105_6Q_3","-1","39","-1","100","314548261","252263","4771","-1","GET","80292","80292","36","0.104","-1","-1","cdn.krxd.net","100","-1","https://cdn.krxd.net/controltag?confid=ITb_4eqO","12","4769","/ctjs/controltag.js.135427d411750943a27d8118ae946121","100","","Fastly","5284","4771","4810","4810","5284","474","4771","5284","513","102","103","1","0","http/1.1","high","application/javascript","","gzip","Sat, 21 Oct 2028 21:25:09 GMT","","",
"94.237.48.167","550","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://cnn.sdk.beemray.com/content/websdk/39a34d8d-dd1d-4fbf-aa96-fdc5f0329451","-1","-1","200","-1","","17425","6","348","","private, max-age=180","181105_6Q_3","-1","124","-1","0","180","70761","4968","-1","GET","17103","17103","35","0.112","-1","-1","cnn.sdk.beemray.com","100","-1","https://cnn.sdk.beemray.com/content/loader/39a34d8d-dd1d-4fbf-aa96-fdc5f0329451","17","4944","/content/websdk/39a34d8d-dd1d-4fbf-aa96-fdc5f0329451","0","","","5518","4968","5092","5092","5518","426","4968","5518","550","103","104","1","0","http/1.1","high","application/javascript","","gzip","","","",
"104.25.162.34","542","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://tru.am/scripts/ta-pagesocial-sdk.js","-1","-1","200","-1","","12445","66","35","","public, max-age=86400","181105_6Q_3","-1","34","-1","100","86400","35303","4970","-1","GET","12208","12208","29","0.114","-1","-1","tru.am","100","-1","https://tru.am/scripts/custom/cnn.js","6","4946","/scripts/ta-pagesocial-sdk.js","50","","Cloudflare","5512","4970","5004","5004","5512","508","4970","5512","542","104","105","1","0","h2","high","application/javascript","","br","Tue, 06 Nov 2018 00:29:56 GMT","","",
"54.192.91.187","316","","","-1","-1","XHR","3","4883","5200","0","1","","100","4980","https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js","30","4980","200","220","","3293","2","355","","public, max-age=86400","181105_6Q_3","4913","43","4940","100","57746","6456","5201","40","GET","2652","2652","17388","0.108","-1","-1","c.amazon-adsystem.com","100","-1","https://c.amazon-adsystem.com/aax2/apstag.js","28","4870","/bao-csm/aps-comm/aps_csm.js","50","","Amazon CloudFront","5517","5201","5244","5244","5517","273","4883","5517","606","105","106","1","0","http/1.1","medium","application/javascript","","gzip","","","",
"151.101.45.67","1094","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://www.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-italic.woff2","-1","-1","200","-1","","48987","19","39","","max-age=2592000","181105_6Q_3","-1","316","-1","100","1615175","47960","5362","-1","GET","47960","","","0.122","-1","-1","www.i.cdn.cnn.com","100","-1","https://www.cnn.com/","19","5331","/.a/fonts/cnn/3.7.2/cnnsans-italic.woff2","100","","Fastly","6456","5362","5678","5678","6456","778","5362","6456","1094","106","107","1","0","h2","medium","application/font-woff2","","","","","",
"151.101.45.67","1084","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://www.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-light.woff2","-1","-1","200","-1","","46981","19","235","","max-age=2592000","181105_6Q_3","-1","42","-1","100","1615174","45952","5363","-1","GET","45952","","","0.121","-1","-1","www.i.cdn.cnn.com","100","-1","https://www.cnn.com/","19","5330","/.a/fonts/cnn/3.7.2/cnnsans-light.woff2","100","","Fastly","6447","5363","5405","5405","6447","1042","5363","6447","1084","107","108","1","0","h2","medium","application/font-woff2","","","","","",
"34.192.122.118","951","44","","-1","100","","3","-1","-1","","1","","-1","-1","https://secure-us.imrworldwide.com/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//www.cnn.com/&rp=&ts=compact&rnd=1541377796075&ja=1","-1","-1","200","-1","0","516","19","361","","no-cache","181105_6Q_3","-1","948","-1","-1","","44","5515","-1","GET","44","","","0.102.1","-1","-1","secure-us.imrworldwide.com","100","-1","https://www.cnn.com/","30","5515","/cgi-bin/m?ci=us-204044h&cg=0&cc=1&si=https%3A//www.cnn.com/&rp=&ts=compact&rnd=1541377796075&ja=1","-1","","","6466","5515","6463","6463","6466","3","5515","6466","951","108","109","1","0","h2","low","image/gif","","","Thu, 01 Dec 1994 16:00:00 GMT","","",
"151.101.45.67","786","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://www.i.cdn.cnn.com/.a/bundles/oneTapMobile.360e4ba158e3ecb8799c.bundle.js","-1","-1","200","-1","","8187","39","56","","max-age=2592000","181105_6Q_3","-1","123","-1","100","579809","24868","5677","-1","GET","7100","7100","87211","0.124","-1","-1","www.i.cdn.cnn.com","100","-1","https://www.cnn.com/.a/bundles/cnn-header.b5b3e8252042729f1614-first-bundle.js","19","5650","/.a/bundles/oneTapMobile.360e4ba158e3ecb8799c.bundle.js","50","","Fastly","6463","5677","5800","5800","6463","663","5677","6463","786","109","110","1","0","h2","high","application/javascript; charset=UTF-8","","gzip","","","",
"52.222.208.72","781","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://cdn.livefyre.com/libs/Livefyre/v1.1.16/builds/1539903787121/Livefyre.min.js","-1","-1","200","-1","","24831","1","352","","max-age=315360000, no-transform, public","181105_6Q_3","-1","117","-1","100","313886856","73731","5680","-1","GET","24343","24343","1340","0.125","-1","-1","cdn.livefyre.com","100","-1","https://cdn.livefyre.com/Livefyre.js","20","5653","/libs/Livefyre/v1.1.16/builds/1539903787121/Livefyre.min.js","100","","Amazon CloudFront","6461","5680","5797","5797","6461","664","5680","6461","781","110","111","1","0","http/1.1","high","application/javascript","","gzip","","","",
"204.79.197.200","756","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://bat.bing.com/action/0?ti=5526986&Ver=2&mid=4cf90fff-bb4d-2add-b2cb-e0a7df1b1720&pi=0&lg=en-US&sw=375&sh=667&sc=32&tl=CNN%20-%20Breaking%20News,%20Latest%20News%20and%20Videos&kw=cnn%20news,%20daily%20news,%20breaking%20news,%20news%20today,%20current%20events&p=https%3A%2F%2Fwww.cnn.com%2F&r=&lt=3063&evt=pageLoad&msclkid=N&rn=305319","-1","-1","204","-1","","289","1","301","","no-cache, must-revalidate","181105_6Q_3","-1","87","-1","-1","","0","5706","-1","GET","0","","9449","0.128","-1","-1","bat.bing.com","-1","-1","https://bat.bing.com/bat.js","22","5705","/action/0?ti=5526986&Ver=2&mid=4cf90fff-bb4d-2add-b2cb-e0a7df1b1720&pi=0&lg=en-US&sw=375&sh=667&sc=32&tl=CNN%20-%20Breaking%20News,%20Latest%20News%20and%20Videos&kw=cnn%20news,%20daily%20news,%20breaking%20news,%20news%20today,%20current%20events&p=https%3A%2F%2Fwww.cnn.com%2F&r=&lt=3063&evt=pageLoad&msclkid=N&rn=305319","-1","","","6462","5706","5793","5793","6462","669","5706","6462","756","111","112","1","0","h2","low","","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"64.74.232.52","709","60","","-1","100","Image","3","4974","5752","0","1","","100","5116","https://amplifypixel.outbrain.com/pixel?mid=006eb1f8dded486e0974a6b4a7b9805f5f&dl=https%3A%2F%2Fwww.cnn.com%2F&bust=000758644470040537","82","5116","200","636","0","277","1","461","","no-cache","181105_6Q_3","5056","58","5065","-1","","43","5752","51","GET","60","60","848","0.111","-1","-1","amplifypixel.outbrain.com","100","-1","https://amplify.outbrain.com/cp/obtp.js","29","4942","/pixel?mid=006eb1f8dded486e0974a6b4a7b9805f5f&dl=https%3A%2F%2Fwww.cnn.com%2F&bust=000758644470040537","-1","","","6461","5752","5810","5810","6461","651","4974","6461","1478","112","113","1","0","http/1.1","low","image/gif;","","gzip","","","",
"151.101.186.2","715","60","","-1","100","Image","3","4972","5751","0","1","","100","5084","https://tr.outbrain.com/pixel?marketerId=006eb1f8dded486e0974a6b4a7b9805f5f&obApiVersion=1.0.10&name=PAGE_VIEW&dl=https%3A%2F%2Fwww.cnn.com%2F&bust=000758644470040537","78","5084","200","667","0","430","1","303","","no-cache","181105_6Q_3","5050","64","5051","100","","43","5752","33","GET","60","60","769","0.110","-1","-1","tr.outbrain.com","100","-1","https://amplify.outbrain.com/cp/obtp.js","31","4942","/pixel?marketerId=006eb1f8dded486e0974a6b4a7b9805f5f&obApiVersion=1.0.10&name=PAGE_VIEW&dl=https%3A%2F%2Fwww.cnn.com%2F&bust=000758644470040537","-1","","Fastly","6467","5752","5816","5816","6467","651","4972","6467","1493","113","114","1","0","h2","low","image/gif;","","gzip","","","",
"52.94.232.33","676","","","-1","-1","XHR","3","4887","5795","0","1","","100","5028","https://aax.amazon-adsystem.com/e/dtb/bid?src=3159&u=https%3A%2F%2Fwww.cnn.com%2F&pid=9098912775301541377796343&cb=4762221274421541377796352&ws=375x603&v=7.18.00&t=500&slots=%5B%7B%22id%22%3A%22aps-preroll-mobile%22%2C%22mt%22%3A%22v%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","71","5028","200","767","","410","2","672","","","181105_6Q_3","4958","75","4959","0","0","95","5795","69","GET","115","115","17388","0.107","-1","-1","aax.amazon-adsystem.com","100","-1","https://c.amazon-adsystem.com/aax2/apstag.js","33","4869","/e/dtb/bid?src=3159&u=https%3A%2F%2Fwww.cnn.com%2F&pid=9098912775301541377796343&cb=4762221274421541377796352&ws=375x603&v=7.18.00&t=500&slots=%5B%7B%22id%22%3A%22aps-preroll-mobile%22%2C%22mt%22%3A%22v%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","0","","","6471","5795","5870","5870","6471","601","4887","6471","1583","114","115","1","0","http/1.1","medium","text/javascript;charset=UTF-8","","gzip","","","",
"108.177.103.156","700","","","-1","-1","Script","3","4889","5800","0","1","","100","5031","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js","31","5031","200","769","","64462","1","179","","private, immutable, max-age=31536000","181105_6Q_3","4920","76","4946","100","31536000","188372","5801","85","GET","64036","64036","24863","0.106","-1","-1","securepubads.g.doubleclick.net","100","-1","https://www.googletagservices.com/tag/js/gpt.js","35","4838","/gpt/pubads_impl_270.js","100","","Google","6501","5801","5877","5877","6501","624","4889","6501","1585","115","116","1","0","h2","high","text/javascript","","gzip","Mon, 05 Nov 2018 00:29:57 GMT","","",
"18.205.99.62","665","","","-1","-1","XHR","3","4958","5805","","1","","-1","5067","https://match.adsrvr.org/track/rid?ttd_pid=casale&fmt=json&p=186948","45","5067","200","738","","632","1","239","","private","181105_6Q_3","5003","63","5004","0","0","109","5806","63","GET","109","","24951","0.109","-1","-1","match.adsrvr.org","100","-1","https://js-sec.indexww.com/ht/p/186948-60896576130421.js","32","4921","/track/rid?ttd_pid=casale&fmt=json&p=186948","0","","","6471","5806","5869","5869","6471","602","4958","6471","1511","116","117","1","0","h2","medium","application/json; charset=utf-8","","","Wed, 05 Dec 2018 00:29:57 GMT","","",
"18.205.99.62","661","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://match.adsrvr.org/track/rid?ttd_pid=yieldmo&fmt=json","-1","-1","200","-1","","632","2","37","","private","181105_6Q_3","-1","63","-1","0","0","109","5808","-1","GET","109","","23875","0.129","-1","-1","match.adsrvr.org","100","-1","https://static.yieldmo.com/ym.m2.js","32","5786","/track/rid?ttd_pid=yieldmo&fmt=json","0","","","6469","5808","5871","5871","6469","598","5808","6469","661","117","118","1","0","h2","medium","application/json; charset=utf-8","","","Wed, 05 Dec 2018 00:29:57 GMT","","",
"68.67.179.213","752","","","-1","-1","XHR","3","5288","5816","","1","","-1","5667","https://ib.adnxs.com/ut/v3/prebid","53","5667","200","149","","1295","3","1180","","no-store, no-cache, private","181105_6Q_3","5341","212","5606","-1","","377","5816","61","POST","377","","79696","0.119","-1","-1","ib.adnxs.com","100","-1","https://cdn.cnn.com/ads/adfuel/modules/prebid-1.23.0.js","37","5250","/ut/v3/prebid","-1","","","6568","5816","6028","6028","6568","540","5288","6568","1015","118","119","1","0","http/1.1","medium","application/json; charset=utf-8","","","Sat, 15 Nov 2008 16:00:00 GMT","","",
"64.233.180.154","650","","","-1","-1","Script","3","4882","5847","0","1","","100","5028","https://adservice.google.com/adsid/integrator.js?domain=www.cnn.com","65","5028","200","819","","638","1","184","","private, no-cache, no-store","181105_6Q_3","4947","142","4953","100","","109","5848","75","GET","104","104","12055","0.105","-1","-1","adservice.google.com","100","-1","https://www.googletagservices.com/tag/js/gpt.js","34","4836","/adsid/integrator.js?domain=www.cnn.com","-1","","Google","6498","5848","5990","5990","6498","508","4882","6498","1609","119","120","1","0","h2","high","application/javascript; charset=UTF-8","","gzip","","","",
"151.101.46.202","587","","","-1","-1","XHR","3","5604","5946","0","1","","100","5719","https://mab.chartbeat.com/mab_strategy/headline_testing/get_strategy/?host=cnn.com&domain=cnn.com&path=%2F","81","5719","200","227","","2013","7","228","","no-store, no-cache, must-revalidate, max-age=0, s-maxage=0","181105_6Q_3","5685","41","5686","100","","5501","5947","33","GET","1472","1472","402","0.123","-1","-1","mab.chartbeat.com","100","-1","https://static.chartbeat.com/js/chartbeat_mab.js","36","5530","/mab_strategy/headline_testing/get_strategy/?host=cnn.com&domain=cnn.com&path=%2F","-1","","Fastly","6534","5947","5988","5988","6534","546","5604","6534","928","120","121","1","0","h2","medium","application/json","","gzip","Sat, 03 Nov 2018 00:29:40 GMT","","",
"8.43.72.22","611","","","-1","-1","XHR","3","5255","5972","","1","","-1","5666","https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=11078&site_id=42244&zone_id=185914&size_id=15&p_pos=atf&rf=https%3A%2F%2Fwww.cnn.com%2F&tk_flint=pbjs_lite_v1.23.0&x_source.tid=0d3d97a4-0ff0-4275-ab00-3dab2bfab9db&p_screen_res=375x667&rp_floor=0.01&rp_secure=1&slots=1&rand=0.7756515064114968","348","5666","200","306","","1507","3","634","","no-cache, no-store, max-age=0, must-revalidate","181105_6Q_3","5603","191","5616","-1","","239","5973","50","GET","239","","79706","0.116","-1","-1","fastlane.rubiconproject.com","100","-1","https://cdn.cnn.com/ads/adfuel/modules/prebid-1.23.0.js","40","5244","/a/api/fastlane.json?account_id=11078&site_id=42244&zone_id=185914&size_id=15&p_pos=atf&rf=https%3A%2F%2Fwww.cnn.com%2F&tk_flint=pbjs_lite_v1.23.0&x_source.tid=0d3d97a4-0ff0-4275-ab00-3dab2bfab9db&p_screen_res=375x667&rp_floor=0.01&rp_secure=1&slots=1&rand=0.7756515064114968","-1","","","6584","5973","6164","6164","6584","420","5255","6584","1315","121","122","1","0","http/1.1","medium","application/json","","","Wed, 17 Sep 1975 21:32:10 GMT","","",
"23.214.64.72","771","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://static.yieldmo.com/blank.min.html?orig=https://www.cnn.com","-1","-1","200","-1","","26447","2","395","","private, max-age=21600","181105_6Q_3","-1","97","-1","100","","77354","5978","-1","GET","25909","25909","16659","0.131","-1","-1","static.yieldmo.com","100","-1","https://static.yieldmo.com/ym.m2.js","24","5961","/blank.min.html?orig=https://www.cnn.com","-1","","Akamai","6749","5978","6075","6075","6749","674","5978","6749","771","122","123","1","0","http/1.1","high","text/html","","gzip","","","",
"52.94.232.33","736","","","-1","-1","XHR","3","5805","6003","0","1","","100","5855","https://aax.amazon-adsystem.com/e/dtb/bid?src=3159&u=https%3A%2F%2Fwww.cnn.com%2F&pid=9098912775301541377796343&cb=5388921790471541377796660&ws=375x603&v=7.18.00&t=500&slots=%5B%7B%22sd%22%3A%22ad_rect_atf_01%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%2C%7B%22sd%22%3A%22ad_rect_btf_02%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%2C%7B%22sd%22%3A%22ad_rect_btf_03%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","2","5855","200","148","","477","2","823","","","181105_6Q_3","5807","255","5808","0","0","176","6004","47","GET","182","182","17388","0.115","-1","-1","aax.amazon-adsystem.com","100","-1","https://c.amazon-adsystem.com/aax2/apstag.js","42","5196","/e/dtb/bid?src=3159&u=https%3A%2F%2Fwww.cnn.com%2F&pid=9098912775301541377796343&cb=5388921790471541377796660&ws=375x603&v=7.18.00&t=500&slots=%5B%7B%22sd%22%3A%22ad_rect_atf_01%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%2C%7B%22sd%22%3A%22ad_rect_btf_02%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%2C%7B%22sd%22%3A%22ad_rect_btf_03%22%2C%22s%22%3A%5B%22300x250%22%5D%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","0","","","6740","6004","6259","6259","6740","481","5805","6740","933","123","124","1","0","http/1.1","medium","text/javascript;charset=UTF-8","","gzip","","","",
